Record ID,Whop Community,Question,Answer
ce025451-b44b-4da3-82c6-2a071ebad3a8,Parafx Premium,What will I learn in the Parafx Premium Course?,You'll learn smart money concepts
ce025451-b44b-4da3-82c6-2a071ebad3a8,Parafx Premium,How do the 1-on-1 calls work?,You'll have two weekly calls to discuss your trades
e16a264c-ca06-4b11-978f-c75712c565a7,ACE Trading Free Access,What is your refund/cancellation policy?,This is a monthly subscription. You can cancel anytime but refunds are not offered.
e16a264c-ca06-4b11-978f-c75712c565a7,ACE Trading Free Access,Who should NOT buy this?,If you expect an alert system or want others to trade for you
e16a264c-ca06-4b11-978f-c75712c565a7,ACE Trading Free Access,I have no experience in the stock market,Yes
ecaca3fa-d37b-4c64-b0b6-ce5198514d13,Lian Discrod Mentorship,What is the ICT system in trading?,The ICT system focuses on market analysis techniques that improve trading strategies.
ecaca3fa-d37b-4c64-b0b6-ce5198514d13,Lian Discrod Mentorship,How do I access the live trading sessions?,Live trading sessions are accessible through our online platform after enrollment.
56a84432-ff45-4c66-b531-91bb23436e4d,The Forex Family Free,How will I be able to refund?,If you meet all requirements
56a84432-ff45-4c66-b531-91bb23436e4d,The Forex Family Free,What's your usual win-ratio?,My win-ratio is from 65-75% with a static 1:2 Risk to Reward.
56a84432-ff45-4c66-b531-91bb23436e4d,The Forex Family Free,How much do you make per month?,I make from $8-14k a month.
56a84432-ff45-4c66-b531-91bb23436e4d,The Forex Family Free,What's your contact?,Contact: @EMZZTRADEs On Telegram
01083f22-b2f6-4e0d-9e43-b08f9cc0d516,EliteTraders | #1 FX Signals,How do I cancel my subscription?,You can cancel anytime via your Whop dashboard. No hidden fees
01083f22-b2f6-4e0d-9e43-b08f9cc0d516,EliteTraders | #1 FX Signals,How many trade signals do I get weekly?,We provide multiple high-accuracy signals per week with full analysis.
01083f22-b2f6-4e0d-9e43-b08f9cc0d516,EliteTraders | #1 FX Signals,What markets do you provide signals for?,We focus on forex
01083f22-b2f6-4e0d-9e43-b08f9cc0d516,EliteTraders | #1 FX Signals,Is the EliteTraders community active?,Yes! Our Discord is active 24/5 with pro traders
01083f22-b2f6-4e0d-9e43-b08f9cc0d516,EliteTraders | #1 FX Signals,Do you offer beginner-friendly education?,Yes! We provide step-by-step guides
d9302d23-6e57-4d4a-a130-8027bc4c6c4f,GenesisFX MT5 Expert Advisor,Is the software compatible with Mac and PC?,While MT5 is primarily designed for Windows
d9302d23-6e57-4d4a-a130-8027bc4c6c4f,GenesisFX MT5 Expert Advisor,What happens after payment?,After your payment is processed
d9302d23-6e57-4d4a-a130-8027bc4c6c4f,GenesisFX MT5 Expert Advisor,How many trading accounts can I run the EA on?,You can deploy the Expert Advisor on a total of 3 trading accounts
d9302d23-6e57-4d4a-a130-8027bc4c6c4f,GenesisFX MT5 Expert Advisor,Can we share the software?,No
d9302d23-6e57-4d4a-a130-8027bc4c6c4f,GenesisFX MT5 Expert Advisor,What is your refund policy?,Due to the digital nature of our software
e25f8191-5b33-4919-816f-7dbcfeec2d05,Margin Trader Alliance,What Time are Signals sent?,Mainly London u0026 NY Sessions. But can also be during Tokyo session if the right setup occurs!
e25f8191-5b33-4919-816f-7dbcfeec2d05,Margin Trader Alliance,When this subscription re-billed on a specific date or just 1 month from date of purchase?,All subscriptions are re-billed one month after purchase date unless canceled.
9ca51448-f462-42cb-9804-dea7eaad6bb8,IRON MIND VIP 🧪,What Do You Trade?,$$EURUSD
9ca51448-f462-42cb-9804-dea7eaad6bb8,IRON MIND VIP 🧪,What's In The Weekly Outlooks?,Possible Bias For $EURUSD
9ca51448-f462-42cb-9804-dea7eaad6bb8,IRON MIND VIP 🧪,How Many Signals Can I Expect?,2-5 Signals a Day.
9ca51448-f462-42cb-9804-dea7eaad6bb8,IRON MIND VIP 🧪,What's The Optimal Risk?,0.5% / Trade
9ca51448-f462-42cb-9804-dea7eaad6bb8,IRON MIND VIP 🧪,How Much RR Do You Average?,20% / Month on average.
1a0765ba-3f95-4103-ac16-e58a357b144b,@uvpz Free Community,What is the main goal of the @uvpz Free Community?,To help individuals transform and elevate themselves beyond the average.
1a0765ba-3f95-4103-ac16-e58a357b144b,@uvpz Free Community,How can I benefit from 24/7 support?,You will receive guidance and encouragement at any time to help with personal growth.
68756ad6-4146-4748-919d-5b33acfe65a9,RealValueIndicator Affiliate,How do I access my affiliate link?,After subscribing
68756ad6-4146-4748-919d-5b33acfe65a9,RealValueIndicator Affiliate,Is there a setup process for the affiliate program?,No setup needed. Your affiliate link is auto-generated upon subscription.
9a1297fc-28a9-489c-bc7a-f7580bba1e65,MichaelFx Trading Signals,How often do you send signals?,Every single day. US30 u0026 Gold trades. The EXACT trades that we are placing on our 6-figure funded accounts!
9a1297fc-28a9-489c-bc7a-f7580bba1e65,MichaelFx Trading Signals,Can I cancel the free trial?,Yes
9a1297fc-28a9-489c-bc7a-f7580bba1e65,MichaelFx Trading Signals,How does the free trial work?,Try our signals group out for 7 days FREE. If you like it stay on
9a1297fc-28a9-489c-bc7a-f7580bba1e65,MichaelFx Trading Signals,What is the MichaelFx Group?,A place to avoid YEARS of misery and lost money
9a1297fc-28a9-489c-bc7a-f7580bba1e65,MichaelFx Trading Signals,What's your refund policy?,No need to worry. If you cancel before the 7 day free trial ends
5e39a882-62cb-4293-bc23-b990f0ff3a13,New World Order Executive,What type of exclusive content is available?,You'll have access to unique trading insights shared only in our paid room.
5e39a882-62cb-4293-bc23-b990f0ff3a13,New World Order Executive,How does the 24/7 support work?,You can ask questions and receive guidance anytime
23880df8-9967-4afb-9006-50ac8e97123c,Total Trading Vision Free,What resources and tools are included in the membership packages?,Memberships offer trade ideas
23880df8-9967-4afb-9006-50ac8e97123c,Total Trading Vision Free,How does your 24/7 support work for members?,24/7 support is available for higher-tier members
23880df8-9967-4afb-9006-50ac8e97123c,Total Trading Vision Free,What are the costs associated with different membership tiers?,Memberships starts from £79/month with various benefits tailored to each tier.
23880df8-9967-4afb-9006-50ac8e97123c,Total Trading Vision Free,What kind of profits can I expect from using your strategies and trade ideas?,Profits vary based on individual execution and risk management. We aim for a steady 1-2% month.
23880df8-9967-4afb-9006-50ac8e97123c,Total Trading Vision Free,Is the trading strategy beginner-friendly and easy to learn?,Yes
ec0da756-b385-4543-80f4-f51410c6b9fd,AKICT Free Community,What features are included in the VIP Subscription?,The VIP Subscription offers advanced trades for traders. 🙏🏻
ec0da756-b385-4543-80f4-f51410c6b9fd,AKICT Free Community,How secure is the messaging on your server?,We use advanced encryption to ensure your conversations remain private.
3b67ac86-579a-482b-a67f-efea0555034e,Unlimited FX Discord,WILL I ACTUALLY MAKE MONEY?,Of course! Join our free Discord to see client results. They just copy our trades.
3b67ac86-579a-482b-a67f-efea0555034e,Unlimited FX Discord,IF I DON'T HAVE A TRADING ACCOUNT ALREADY SETUP TO FOLLOW THE TELEGRAM SIGNALS,Join our Discord
3b67ac86-579a-482b-a67f-efea0555034e,Unlimited FX Discord,WHAT AGE DO I HAVE TO BE?,To trade legally
3b67ac86-579a-482b-a67f-efea0555034e,Unlimited FX Discord,DO I NEED ANY PREVIOUS EXPERIENCE IN TRADING?,No
3b67ac86-579a-482b-a67f-efea0555034e,Unlimited FX Discord,CAN I STILL WORK MY JOB?,Yes
e245cecd-48d1-4c0d-9d44-806a8cea82b1,CheckMate Trading Free,What is your refund policy?,We offer a free 3 day trial inside the discord
e245cecd-48d1-4c0d-9d44-806a8cea82b1,CheckMate Trading Free,How do I access the community?,You can join through our website by signing up for free and accessing the discord community.
4ebde9b7-6310-4857-9238-154b9e0f609e,COINHUB Free Access,What benefits do I get with free Discord access?,You can access community chat
4ebde9b7-6310-4857-9238-154b9e0f609e,COINHUB Free Access,How can I enhance my trading skills with Coinhub?,We offer educational content
0345a7b9-1c09-4bfa-b69c-32ffed489f62,A.C.T. Forex Academy Free,Services Disclaimer,I am not a licensed nor certified financial advisor. All content within the Academy is purely for educational purposes.
0345a7b9-1c09-4bfa-b69c-32ffed489f62,A.C.T. Forex Academy Free,What Is Your Refund Policy?,Refunds are not offered but you can cancel your membership at anytime.
0345a7b9-1c09-4bfa-b69c-32ffed489f62,A.C.T. Forex Academy Free,Why Did My Transaction Fail?,If your transaction failed
d0e41a63-4957-4485-8b6d-5b96e13b8072,Mastermind Network Monthly,If you purchase the monthly subscription in the middle of the month does it renew 1 month from that date or the 1st of each month?,It renews a month after the day you bought it
d0e41a63-4957-4485-8b6d-5b96e13b8072,Mastermind Network Monthly,Can I access previous market recaps?,Yes
9098da64-9f01-4ea3-8934-13b4cdae0d9b,Algo Trade Alerts Free,How can I join the premium chat?,You can join the premium chat by signing up for our exclusive community membership.
9098da64-9f01-4ea3-8934-13b4cdae0d9b,Algo Trade Alerts Free,What is included in the premium educational bootcamp?,The bootcamp includes courses to help you learn how to code an Algo Bot and improve trading skills.
dea928e6-101f-49c6-8f69-971cf50efc1d,Mr S Trades VIP Community,What are the terms and conditions ?,When joining any of my services you are understanding the fact that i am not a financial advisor and do not claim to be
dea928e6-101f-49c6-8f69-971cf50efc1d,Mr S Trades VIP Community,What is the refund policy?,There are no refunds on any of the services
dea928e6-101f-49c6-8f69-971cf50efc1d,Mr S Trades VIP Community,Whats included in the trading channel?,5-15 trades a week with entry sl and tp Also run through on how i personally manage the trades
305b7115-169d-495a-97b8-fd7446131165,Prop-Hack Course,What is the main focus of the Prop-Hack Course?,The course focuses on mastering prop firm challenges
305b7115-169d-495a-97b8-fd7446131165,Prop-Hack Course,Does the course offer personalized support?,Yes
46c8aed6-0651-4a23-b1dc-c58058dba675,NewYork Gold Signals,How accurate are the signals provided?,Our signals are consistently reliable
46c8aed6-0651-4a23-b1dc-c58058dba675,NewYork Gold Signals,How can I maximize profits in gold trading?,Utilize our strategies designed for profit maximization in the gold market.
c5fbbf63-e709-465e-9ecf-482f741550f1,Alejandrofx27 Free Discord,¿Cual es su politica de reembolso?,Ofrecemos reembolsos completos dentro de los 3 dias posteriores a la compra
c5fbbf63-e709-465e-9ecf-482f741550f1,Alejandrofx27 Free Discord,¿Cómo puedo acceder a las transmisiones en vivo?,Las transmisiones en vivo están disponibles a través de nuestro canal de Discord exclusivo.
351387d2-621d-4d3a-94c1-b8ee79d6adac,ADWS-FX Discord,Do I have to pay?,We charge a monthly subscription or a 1 off lifetime payment to where you will be granted full access to our education.
351387d2-621d-4d3a-94c1-b8ee79d6adac,ADWS-FX Discord,What do you do?,We are the UK’s leading forex company purely provide education on the forex market to help people create their dreams.
351387d2-621d-4d3a-94c1-b8ee79d6adac,ADWS-FX Discord,Are you a broker?,No
36be6cb3-c1bf-4983-9881-95e819b6d3a9,Trading Execution VIP,What is included in the VIP mentorship?,The VIP mentorship includes educational content
36be6cb3-c1bf-4983-9881-95e819b6d3a9,Trading Execution VIP,How can I join the signals channel?,Once you enroll
28f24705-8886-4c6b-831c-b12930f200cf,One Percent Traders Futures,Wie kann ich Unterstützung erhalten?,Unser Team steht rund um die Uhr zur Verfügung
28f24705-8886-4c6b-831c-b12930f200cf,One Percent Traders Futures,Was ist der Zweck unseres Servers?,Unser Server bietet eine Plattform für Forex- und Futures-Trader zum Lernen
28f24705-8886-4c6b-831c-b12930f200cf,One Percent Traders Futures,Welche Ressourcen stehen den Mitgliedern zur Verfügung?,Mitglieder erhalten Zugang zu verschiedenen Bildungsinhalten und einer aktiven und hilfsbereiten Community.
28f24705-8886-4c6b-831c-b12930f200cf,One Percent Traders Futures,Gibt es eine Altersbeschränkung?,Ja
28f24705-8886-4c6b-831c-b12930f200cf,One Percent Traders Futures,Kann ich meine Mitgliedschaft kündigen?,Ja
9a85794e-781c-4d58-8b55-6fca41270c6e,Algorithmic Trading - Free,Can I trade with Prop Firms?,Yes. You can trade with Any Prop Firm that supports Ninja Trader.
9a85794e-781c-4d58-8b55-6fca41270c6e,Algorithmic Trading - Free,What is Algorithmic Trading?,Algorithmic Trading involves automated execution of trading strategies through computer algorithms or 'bots.'
9a85794e-781c-4d58-8b55-6fca41270c6e,Algorithmic Trading - Free,Does the Bot trade on my behalf?,Yes
9a85794e-781c-4d58-8b55-6fca41270c6e,Algorithmic Trading - Free,What's the process?,Simply upload the updated model for the night strategy and cash session strategy daily.
9a85794e-781c-4d58-8b55-6fca41270c6e,Algorithmic Trading - Free,What's required to utilize the Bot?,You need NinjaTrader 8 or TradingView
5e739f3a-1c3f-4e93-891c-9501227dc1f9,Trade With Pat,How often are trading signals provided?,We provide 1-3 daily FX signals and 3-5 weekly Gold signals
5e739f3a-1c3f-4e93-891c-9501227dc1f9,Trade With Pat,What platforms does the Trade Copier support?,Our Trade Copier supports both MT4 and MT5 platforms
53f1d959-b3a4-40ad-8c58-654ef4a926bb,Elevated FX Community,How many hours a day do I need to spend trading?,We focus on trading between 6am - 9am MST. If you can dedicate 1-2 hours during that timeframe
53f1d959-b3a4-40ad-8c58-654ef4a926bb,Elevated FX Community,Do I need to invest my own capital?,No. We help you get funded with a prop-firm company that you can get access up to $250
53f1d959-b3a4-40ad-8c58-654ef4a926bb,Elevated FX Community,Does this course teach me everything I need to know to make money in the markets?,Yes
53f1d959-b3a4-40ad-8c58-654ef4a926bb,Elevated FX Community,If I can't make a live zoom call,Yes! Everything is recorded and available for you to watch anytime.
6dc2aed1-78bc-4aea-82a7-4dbe493ae6e3,Gold Squad VIP,Do you give calls on coins?,We provide exclusive alpha
6dc2aed1-78bc-4aea-82a7-4dbe493ae6e3,Gold Squad VIP,Do you provide buy and sell trading signals?,We have an exclusive group inside VIP
6dc2aed1-78bc-4aea-82a7-4dbe493ae6e3,Gold Squad VIP,Do I get to talk to CryptoMason u0026 Megbzk?,Yes
6dc2aed1-78bc-4aea-82a7-4dbe493ae6e3,Gold Squad VIP,Will I make money from this?,We've seen members make hundreds of thousands of $. Ultimately we provide you with the tools
2c0051ac-c978-40a4-969c-b07314843672,Tilev's Crypto Mastery,What experience level is this course suitable for?,The course is designed for both beginners and experienced traders.
2c0051ac-c978-40a4-969c-b07314843672,Tilev's Crypto Mastery,Do I need prior crypto knowledge?,No prior knowledge is required; the course covers fundamentals to advanced topics.
82e6638c-00a2-4e1d-a9f5-24cb6e6067ac,ExcelcioHub VIP Trading,What's your refund policy?,Please note: We do NOT offer any refunds. Everything we offer is elite level from a trader with a verified track record.
82e6638c-00a2-4e1d-a9f5-24cb6e6067ac,ExcelcioHub VIP Trading,Are all plans subscription based?,Yes
82e6638c-00a2-4e1d-a9f5-24cb6e6067ac,ExcelcioHub VIP Trading,How do I cancel my memership?,- Login Whopn- Go to dashboard and click manage membershipn- Click cancel
2e50b1a8-4405-4432-8b8f-f72c8a274a5e,Traders 'N' Jo,Do I need prior trading experience?,No prior experience is necessary; just follow our signals to start trading.
2e50b1a8-4405-4432-8b8f-f72c8a274a5e,Traders 'N' Jo,How often will I receive trading signals?,You will receive daily signals to ensure you have frequent trading opportunities.
58c94b84-262b-4284-adaa-8c976536c956,BWSA Free Signals Chat,Can I become profitable from your course?,Yes
58c94b84-262b-4284-adaa-8c976536c956,BWSA Free Signals Chat,What is included in the education bundle for +signals?,Premium education
58c94b84-262b-4284-adaa-8c976536c956,BWSA Free Signals Chat,Are your signals profitable?,We achieved a 53% return in 2023. The signals chat will show you real trading compared to IG gurus.
58c94b84-262b-4284-adaa-8c976536c956,BWSA Free Signals Chat,Should I make a purchase even if I have no experience?,Yes
e9d8380f-b586-494a-860d-7adc13e92561,Demo Money Printer,Widerrufsbelehrung,Wenn du zahlst
e009554d-414c-4b38-b870-1a93868cd551,Consistent Signals,Why am I offering signals?,It's the existing system I already use. I offer signals on Telegram for extra money with minimal extra work.
e009554d-414c-4b38-b870-1a93868cd551,Consistent Signals,How do I get help using copytrade software?,Contact the software provider for assistance. I cannot provide technical support for third-party software.
cc75a943-4f5a-4bd1-900a-b7bf91a5765f,MTR Trading FREE Discord,What is a Live Trading Room?,Our Live Trading Room is an online platform where you can join real-time Forex trading sessions
cc75a943-4f5a-4bd1-900a-b7bf91a5765f,MTR Trading FREE Discord,What are the operating hours of the Live Trading Room?,The trading room operates Monday through Friday. Exact times may vary to accommodate different time zones and market conditions. Please check our schedule for detailed timing.
cc75a943-4f5a-4bd1-900a-b7bf91a5765f,MTR Trading FREE Discord,Who can benefit from the Live Trading Room?,Both novice and experienced traders can benefit. Whether you're just starting out in Forex trading or looking to enhance your skills and strategies
cc75a943-4f5a-4bd1-900a-b7bf91a5765f,MTR Trading FREE Discord,What kind of support is available to members?,Members have access to community support
cc75a943-4f5a-4bd1-900a-b7bf91a5765f,MTR Trading FREE Discord,How interactive are the sessions?,Very! We encourage active participation. You can ask questions during the live Qu0026A sessions and interact with both the experts and other traders.
91d12284-c957-4913-a257-694d36429ad8,Caveat Capital Signals,What kind of support is provided if I'm facing any difficulty with your product?,We offer free customer support 24/7 right through Discord itself.
91d12284-c957-4913-a257-694d36429ad8,Caveat Capital Signals,How often are the livestreams conducted?,We livestream our analysis every Monday and Wednesday.
35e1c5c2-67de-4bce-9093-a63d40c7cf1a,Trading Insights Premium,What makes your forex signals unique?,Our signals are backed by proprietary algorithms and a proven track record of success.
35e1c5c2-67de-4bce-9093-a63d40c7cf1a,Trading Insights Premium,How can I benefit from personalized mentorship?,Our mentorship program is tailored to meet individual trader needs and goals.
8752ee0b-c87a-4e98-808b-b57d77e1af66,Free,Is there any refund policy?,No
8752ee0b-c87a-4e98-808b-b57d77e1af66,Free,What trading industry is this for?,1. Futures 2. Options 3. Crypto
8752ee0b-c87a-4e98-808b-b57d77e1af66,Free,If you purchase the monthly subscription in the middle of the month does it renew 1 month from that date or the 1st of each month?,It renews a month after the day you bought it.
62451db3-40a3-46ca-9597-c2d989ff47a6,CSC Ivan Trades Mentorship,Come funziona per la sala segnali? Posso disdire quando voglio?,Assolutamente si
62451db3-40a3-46ca-9597-c2d989ff47a6,CSC Ivan Trades Mentorship,What is included in the mentorship program?,Access to signals
d7429be7-7a0e-4d80-acef-110432d9917b,ThaFlipKing US 30 & NAS,What platforms are the signals available on?,Signals are available via a private Telegram group exclusively.
d7429be7-7a0e-4d80-acef-110432d9917b,ThaFlipKing US 30 & NAS,Can beginners join the mentorship program?,Yes
dbb01516-3bd1-4e1b-b074-08b80ef09087,Midas FX Trades,REFUND POLICY,there are no refunds on any service provided
dbb01516-3bd1-4e1b-b074-08b80ef09087,Midas FX Trades,WHATS INCLUDED,5-15 trades a week with ENTRY
dbb01516-3bd1-4e1b-b074-08b80ef09087,Midas FX Trades,TERMS AND CONDITIONS,when joining any of my services you are understanding the fact that i am not a financial advisor and do not claim to be
97e84968-21ad-4190-a86a-73d4484c37ac,SmcFinesse VIP Signals,What’s your refund policy?,No refunds once you enter VIP.
97e84968-21ad-4190-a86a-73d4484c37ac,SmcFinesse VIP Signals,Are your signals compatible with TScopier?,Yes
97e84968-21ad-4190-a86a-73d4484c37ac,SmcFinesse VIP Signals,Can we trade on prop firms with your signals?,Yes
97e84968-21ad-4190-a86a-73d4484c37ac,SmcFinesse VIP Signals,Which broker do you recommend?,Read pinned message in VIP
6f9c6ea2-31ce-4d70-8d8a-af93a900fb96,Shadow Trader Club Pass,Do you offer free trial,Free 3 day trial into the community
6f9c6ea2-31ce-4d70-8d8a-af93a900fb96,Shadow Trader Club Pass,How long does it take to learn ?,I have a track proven record showing full process of me showing someone how to go from zero to 35k in a month funded.
6f9c6ea2-31ce-4d70-8d8a-af93a900fb96,Shadow Trader Club Pass,How much money do I have to have to start?,None really except when you hop in the live markets your gonna wanna fund your account anywhere from 10$-100
6f9c6ea2-31ce-4d70-8d8a-af93a900fb96,Shadow Trader Club Pass,What is the refund policy?,There are no refunds.
c9d8f5b1-8d63-4e16-9038-ae144cb3c898,One Dream FX,What type of support does One Dream FX offer?,We provide comprehensive lifetime support and ongoing updates to enhance your trading strategies.
c9d8f5b1-8d63-4e16-9038-ae144cb3c898,One Dream FX,How does One Dream FX help improve my trading?,We offer advanced EA technology and expert management to optimize your trading settings for maximum efficiency.
7b4e36c6-7aff-4549-a165-3574d762efc3,MysticSignals Group,What type of trades will be included in the signals?,The signals will focus primarily on gold (XAUUSD) trades.
7b4e36c6-7aff-4549-a165-3574d762efc3,MysticSignals Group,Is there any risk involved in following the signals?,Yes
3968224b-7487-4494-8405-a9302659eb61,The Casual Traders Live,What are TCT refund policies?,We offer no refund for our courses or Live Trading sessions.
3968224b-7487-4494-8405-a9302659eb61,The Casual Traders Live,How long do I have access to the classes on demand?,Access to the classes are for 30 days! Acces will automatically terminate at that time.
3968224b-7487-4494-8405-a9302659eb61,The Casual Traders Live,How long is the futures trading course?,Futures trading course consist of 4 (2) hour class sessions.
b0dcd4d3-bcc7-4551-b089-e17f2d3fa1b2,Global Currency Academy,Structure of this Mentorship program.,Our mentorship program provides personalized guidance
b0dcd4d3-bcc7-4551-b089-e17f2d3fa1b2,Global Currency Academy,Qualifications and experience of our mentors.,Our mentors have 6 years of trading experience
b0dcd4d3-bcc7-4551-b089-e17f2d3fa1b2,Global Currency Academy,What can you expect from our mentorship program.,Expect to learn trading basics to advanced skills
b0dcd4d3-bcc7-4551-b089-e17f2d3fa1b2,Global Currency Academy,How long does the mentorship program last.,The program lasts 6-12 months
b0dcd4d3-bcc7-4551-b089-e17f2d3fa1b2,Global Currency Academy,What topics are covered in the mentorship program?,Topics include technical analysis
fc4c4c65-9d9b-4b74-9784-b91a08e2fa67,Free Forex Trading Robot EA,What is Savage EA?,Savage EA is an automated trading tool (Expert Advisor) for MetaTrader platforms
fc4c4c65-9d9b-4b74-9784-b91a08e2fa67,Free Forex Trading Robot EA,How do I set up Savage EA?,We assist with setup files and settings via Zoom to ensure a smooth start.
20781982-cffd-441e-996d-0853cb34c02a,Free Community,What’s included in the free community?,Access to chat and Telegram for updates.
20781982-cffd-441e-996d-0853cb34c02a,Free Community,Do I get access to the trading bot?,No
20781982-cffd-441e-996d-0853cb34c02a,Free Community,Can I interact with other members in the community?,Yes! The free community is designed to connect like-minded traders where you can share insights
20781982-cffd-441e-996d-0853cb34c02a,Free Community,Will I receive updates about Xautomation’s products and promotions?,Absolutely. Being part of the free community ensures you’re the first to know about the latest xAutomation updates
170d2b35-f0a2-4b43-a4cf-b6bc89300ff7,Market Cruiser,What experience level is required to join Market Cruiser?,Market Cruiser is designed for all levels
170d2b35-f0a2-4b43-a4cf-b6bc89300ff7,Market Cruiser,How often are the live trading sessions conducted?,We conduct 2-5 live trading sessions every week with opportunities for interaction.
d117f84f-6c9e-4b6f-a539-89777661b6d6,PreeFX Start Trading,How do I get started?,Join my free course
d117f84f-6c9e-4b6f-a539-89777661b6d6,PreeFX Start Trading,What markets do you cover?,We cover GBPJPY
289e66ca-b062-45d4-a82b-b781f6ebbcaa,Sonder Trades Mentorship,What is Your Winrate?,The strategy Hakan Yeager and KingVH use has a winrate between 80-90% making it extremely profitable.
289e66ca-b062-45d4-a82b-b781f6ebbcaa,Sonder Trades Mentorship,How Long Would it Take to Pass my Account?,With our mentoring and trading alerts you can pass your account in LESS than a MONTH
289e66ca-b062-45d4-a82b-b781f6ebbcaa,Sonder Trades Mentorship,Is it Worth the Money?,Our premium and mentorship packages are the cheapest in the market while giving the best resources and help possible.
7ca128e7-c823-4281-8dcc-ecae5214ee5a,FSJ Group Premium,How do the signals work?,Go in your broker
7ca128e7-c823-4281-8dcc-ecae5214ee5a,FSJ Group Premium,How do I get help?,Right us an email at (fsj.investment@outlook.com) or contact us on discord for the help you need. FSJ will happy to help
924ad38e-3334-491b-b24e-95b6b4fb9dbb,Surge Trading Premium,What kind of trading strategies are shared?,We share a range of strategies
924ad38e-3334-491b-b24e-95b6b4fb9dbb,Surge Trading Premium,How often are the webinars scheduled?,Webinars are scheduled weekly to review trades and prepare for the upcoming week.
2b849cdb-d948-4088-b225-b1baaedeca61,WWA Trading VIP,What is included in the WWA Trading VIP package?,It includes advanced tools
2b849cdb-d948-4088-b225-b1baaedeca61,WWA Trading VIP,How can I benefit from the community access?,Engage with traders globally for insights
23c77e93-6bb7-4f20-93a1-c679e89ae078,GasPack Club Jit Pit,If I work a 9-5 can I still learn to trade?,100%. I do not recommend anyone to risk live funds before understanding * back testing a strategy!
23c77e93-6bb7-4f20-93a1-c679e89ae078,GasPack Club Jit Pit,How long does it take to be profitable?,There is zero timeline of profitability. every person does everything at a different pace/way. Take your time u0026 learn!
23c77e93-6bb7-4f20-93a1-c679e89ae078,GasPack Club Jit Pit,What is the Fast Pass?,The Fast Pass is a Special offer of which we will be able to pass prop firm accounts in the challenge phase for you.
23c77e93-6bb7-4f20-93a1-c679e89ae078,GasPack Club Jit Pit,Do we offer mentorship?,Yes
23c77e93-6bb7-4f20-93a1-c679e89ae078,GasPack Club Jit Pit,What are Live Market Recaps?,Live trading sessions
088038fc-e0bb-45d7-9909-4733f5f4566a,TomTrades Free Discord,What can I expect from the mentorship program?,You can ask Tom questions and receive personalized feedback to improve your trading skills.
088038fc-e0bb-45d7-9909-4733f5f4566a,TomTrades Free Discord,How often are the webinars held?,Tom hosts a weekly masterclass and QnA session every Sunday.
f7a353b3-6a50-4a32-8eaa-0e61aa1d700d,Rogue Snipers,Is there a fixed time for signals to be sent?,Signals are sent during London session (3-5am EST).
f7a353b3-6a50-4a32-8eaa-0e61aa1d700d,Rogue Snipers,Can I still catch the signals if I'm unable to sit infront of the chart during signals time.,There is a Telegram to MT4 signal copier bot that places the signals for you in the VIP. It's pinned in the VIP group.
c62a05cf-fd4a-4beb-ae16-9801f413999b,SMT Pulse Academy Discord,What is included in the live trading sessions?,Live sessions include expert guidance
c62a05cf-fd4a-4beb-ae16-9801f413999b,SMT Pulse Academy Discord,How can I benefit from joining the SMT Pulse Discord?,You'll gain access to expert advice
73006d38-435c-48a4-a4d2-6ce80c549b01,RROP Free SMC Basics E-Book,What's your refund policy?,RROP is a digital product and is nonrefundable.
73006d38-435c-48a4-a4d2-6ce80c549b01,RROP Free SMC Basics E-Book,Who is SMC Gelo and What is RROP?,Gelo started trading in 2020 and now helps traders worldwide with supply and demand strategies.
67f18c79-5449-48ef-989d-51516ab103c6,MTM Trading Free Consultation,What is the frequency of your live trading sessions on Discord?,We trade live every morning 20 minutes before open!
67f18c79-5449-48ef-989d-51516ab103c6,MTM Trading Free Consultation,Are signals profitable?,We teach you how to take signals. If used correctly
67f18c79-5449-48ef-989d-51516ab103c6,MTM Trading Free Consultation,What's your refund policy?,All sales are final
67f18c79-5449-48ef-989d-51516ab103c6,MTM Trading Free Consultation,Can I get funded? Can I scale my personal capital?,Yes! We have helped many students get funded u0026 scale their personal accounts to 4-5 figures u0026 more!
67f18c79-5449-48ef-989d-51516ab103c6,MTM Trading Free Consultation,What's the difference between free and VIP version?,Our VIP room offers a more personalized learning experience
f4f21801-38b8-47b4-8d38-fc653bebc29d,Free Discord Access ☑️,How much money do I need to start trading?,$$0
f4f21801-38b8-47b4-8d38-fc653bebc29d,Free Discord Access ☑️,Can I cancel my account or get a refund?,You may cancel anytime
f4f21801-38b8-47b4-8d38-fc653bebc29d,Free Discord Access ☑️,What makes this server different from others?,We offer the best strategies
f4f21801-38b8-47b4-8d38-fc653bebc29d,Free Discord Access ☑️,Are the analysts really profitable?,Yes
f4f21801-38b8-47b4-8d38-fc653bebc29d,Free Discord Access ☑️,How do I know if this is a scam?,We provide proven strategies
d4deabee-47fd-4b7f-90b9-561e0eeadc82,561Renzo The Plan,When Does Renzo Trade?,9am EST Monday - Friday
d4deabee-47fd-4b7f-90b9-561e0eeadc82,561Renzo The Plan,What Does Renzo Trade?,US30 YM (ICT)
d4deabee-47fd-4b7f-90b9-561e0eeadc82,561Renzo The Plan,Who is this community for?,Both amateurs and experts can gain value from this community.
d4deabee-47fd-4b7f-90b9-561e0eeadc82,561Renzo The Plan,How do I know if this community is for me?,Look at our reviews and join our FREE tier with no risk.
